2022-10-20 20:37:34,241 prepare dataset.
2022-10-20 20:37:49,125 prepare data loader.
2022-10-20 20:37:49,125 Initializing DataLoader.
2022-10-20 20:37:49,138 DataLoader already.
2022-10-20 20:37:49,139 prepare model.
2022-10-20 20:37:49,366 Number of semantic embeddings: 1178.
2022-10-20 20:37:57,216 From /data/wangjinpeng/anaconda3/envs/py37torch/lib/python3.7/site-packages/tensorflow_core/python/ops/math_grad.py:1424: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where.
2022-10-20 20:38:10,229 begin training.
2022-10-20 20:38:30,418 step [   1], lr [0.0003000], embedding loss [ 0.8912], quantization loss [ 0.0000], 17.51 sec/batch.
2022-10-20 20:38:33,603 step [   2], lr [0.0003000], embedding loss [ 0.8806], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 20:38:36,905 step [   3], lr [0.0003000], embedding loss [ 0.8660], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-20 20:38:40,214 step [   4], lr [0.0003000], embedding loss [ 0.8579], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-20 20:38:43,546 step [   5], lr [0.0003000], embedding loss [ 0.8475], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-20 20:38:46,816 step [   6], lr [0.0003000], embedding loss [ 0.8496], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-20 20:38:50,066 step [   7], lr [0.0003000], embedding loss [ 0.8464], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-20 20:38:53,373 step [   8], lr [0.0003000], embedding loss [ 0.8440], quantization loss [ 0.0000],  0.59 sec/batch.
2022-10-20 20:38:56,706 step [   9], lr [0.0003000], embedding loss [ 0.8473], quantization loss [ 0.0000],  0.60 sec/batch.
2022-10-20 20:39:00,052 step [  10], lr [0.0003000], embedding loss [ 0.8478], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-20 20:39:03,417 step [  11], lr [0.0003000], embedding loss [ 0.8501], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-20 20:39:06,758 step [  12], lr [0.0003000], embedding loss [ 0.8442], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-20 20:39:10,057 step [  13], lr [0.0003000], embedding loss [ 0.8479], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-20 20:39:13,362 step [  14], lr [0.0003000], embedding loss [ 0.8395], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-20 20:39:16,713 step [  15], lr [0.0003000], embedding loss [ 0.8403], quantization loss [ 0.0000],  0.59 sec/batch.
