2022-10-19 01:02:54,647 prepare dataset.
2022-10-19 01:02:59,223 prepare data loader.
2022-10-19 01:02:59,223 Initializing DataLoader.
2022-10-19 01:02:59,225 DataLoader already.
2022-10-19 01:02:59,226 prepare model.
2022-10-19 01:02:59,425 Number of semantic embeddings: 928.
2022-10-19 01:03:07,447 From /data/wangjinpeng/anaconda3/envs/py37torch/lib/python3.7/site-packages/tensorflow_core/python/ops/math_grad.py:1424: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where.
2022-10-19 01:03:20,540 begin training.
2022-10-19 01:03:35,550 step [   1], lr [0.0003000], embedding loss [ 0.8957], quantization loss [ 0.0000], 13.29 sec/batch.
2022-10-19 01:03:37,812 step [   2], lr [0.0003000], embedding loss [ 0.8629], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-19 01:03:40,031 step [   3], lr [0.0003000], embedding loss [ 0.8507], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-19 01:03:42,351 step [   4], lr [0.0003000], embedding loss [ 0.8321], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-19 01:03:44,513 step [   5], lr [0.0003000], embedding loss [ 0.8356], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:03:46,782 step [   6], lr [0.0003000], embedding loss [ 0.8243], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-19 01:03:49,091 step [   7], lr [0.0003000], embedding loss [ 0.8210], quantization loss [ 0.0000],  0.51 sec/batch.
2022-10-19 01:03:51,304 step [   8], lr [0.0003000], embedding loss [ 0.8107], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-19 01:03:53,675 step [   9], lr [0.0003000], embedding loss [ 0.8149], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-19 01:03:55,992 step [  10], lr [0.0003000], embedding loss [ 0.8087], quantization loss [ 0.0000],  0.59 sec/batch.
2022-10-19 01:03:58,320 step [  11], lr [0.0003000], embedding loss [ 0.8092], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:00,523 step [  12], lr [0.0003000], embedding loss [ 0.8047], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-19 01:04:02,837 step [  13], lr [0.0003000], embedding loss [ 0.8008], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:05,008 step [  14], lr [0.0003000], embedding loss [ 0.7940], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-19 01:04:07,292 step [  15], lr [0.0003000], embedding loss [ 0.8060], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:09,571 step [  16], lr [0.0003000], embedding loss [ 0.7994], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-19 01:04:12,006 step [  17], lr [0.0003000], embedding loss [ 0.7994], quantization loss [ 0.0000],  0.56 sec/batch.
2022-10-19 01:04:14,371 step [  18], lr [0.0003000], embedding loss [ 0.7854], quantization loss [ 0.0000],  0.57 sec/batch.
2022-10-19 01:04:16,675 step [  19], lr [0.0003000], embedding loss [ 0.7900], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-19 01:04:18,882 step [  20], lr [0.0003000], embedding loss [ 0.7942], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:21,249 step [  21], lr [0.0003000], embedding loss [ 0.7887], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-19 01:04:23,538 step [  22], lr [0.0003000], embedding loss [ 0.7969], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-19 01:04:25,925 step [  23], lr [0.0003000], embedding loss [ 0.7894], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-19 01:04:28,207 step [  24], lr [0.0003000], embedding loss [ 0.7847], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:30,400 step [  25], lr [0.0003000], embedding loss [ 0.7844], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:32,851 step [  26], lr [0.0003000], embedding loss [ 0.7803], quantization loss [ 0.0000],  0.53 sec/batch.
2022-10-19 01:04:35,073 step [  27], lr [0.0003000], embedding loss [ 0.7726], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:37,351 step [  28], lr [0.0003000], embedding loss [ 0.7731], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-19 01:04:39,632 step [  29], lr [0.0003000], embedding loss [ 0.7828], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:41,989 step [  30], lr [0.0003000], embedding loss [ 0.7815], quantization loss [ 0.0000],  0.55 sec/batch.
2022-10-19 01:04:44,277 step [  31], lr [0.0003000], embedding loss [ 0.7737], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:46,526 step [  32], lr [0.0003000], embedding loss [ 0.7803], quantization loss [ 0.0000],  0.58 sec/batch.
2022-10-19 01:04:48,690 step [  33], lr [0.0003000], embedding loss [ 0.7776], quantization loss [ 0.0000],  0.54 sec/batch.
2022-10-19 01:04:50,901 step [  34], lr [0.0003000], embedding loss [ 0.7767], quantization loss [ 0.0000],  0.52 sec/batch.
2022-10-19 01:04:53,054 step [  35], lr [0.0003000], embedding loss [ 0.7727], quantization loss [ 0.0000],  0.51 sec/batch.
